title mz rt ions peptides
71828 qExactive01819.1228.1228.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1228%22 430.887969970703 5.4774611 1 11
71849 qExactive01819.1391.1391.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1391%22 430.888000488281 6.1240747 0 925
71850 qExactive01819.1391.1391.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1391%22 430.888000488281 6.1240747 1 15
71851 qExactive01819.1391.1391.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1391%22 430.888000488281 6.1240747 2 1
71884 qExactive01819.1328.1328.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1328%22 374.892395019531 5.8782595 0 303
71885 qExactive01819.1328.1328.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1328%22 374.892395019531 5.8782595 1 1
72111 qExactive01819.982.982.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D982%22 372.895568847656 4.4755494 0 516
72162 qExactive01819.1091.1091.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1091%22 331.951019287109 4.9188837 0 309
72163 qExactive01819.1091.1091.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1091%22 331.951019287109 4.9188837 1 52
72164 qExactive01819.1091.1091.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1091%22 331.951019287109 4.9188837 2 1
72294 qExactive01819.941.941.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D941%22 331.950958251953 4.3093524 0 307
72295 qExactive01819.941.941.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D941%22 331.950958251953 4.3093524 1 54
72296 qExactive01819.941.941.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D941%22 331.950958251953 4.3093524 2 1
72325 qExactive01819.1522.1522.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1522%22 354.885437011719 6.6394992 0 246
72326 qExactive01819.1522.1522.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1522%22 354.885437011719 6.6394992 1 1
72513 qExactive01819.933.933.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D933%22 607.209594726563 4.2767987 0 5
72514 qExactive01819.933.933.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D933%22 607.209594726563 4.2767987 2 1
72515 qExactive01819.933.933.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D933%22 607.209594726563 4.2767987 6 1
72530 qExactive01819.1223.1223.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1223%22 446.9287109375 5.4579293 0 434
72531 qExactive01819.1223.1223.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1223%22 446.9287109375 5.4579293 1 32
72532 qExactive01819.1223.1223.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1223%22 446.9287109375 5.4579293 2 4
72533 qExactive01819.1223.1223.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1223%22 446.9287109375 5.4579293 4 1
72830 qExactive01819.997.997.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D997%22 607.209777832031 4.5349234 0 5
72831 qExactive01819.997.997.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D997%22 607.209777832031 4.5349234 2 1
72832 qExactive01819.997.997.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D997%22 607.209777832031 4.5349234 6 1
73200 qExactive01819.1693.1693.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1693%22 490.863128662109 7.3310098 0 28
73539 qExactive01819.989.989.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D989%22 428.891510009766 4.5051758 0 750
73540 qExactive01819.989.989.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D989%22 428.891510009766 4.5051758 1 11
73602 qExactive01819.2882.2882.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2882%22 430.888275146484 13.570854 0 900
73603 qExactive01819.2882.2882.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2882%22 430.888275146484 13.570854 1 14
73604 qExactive01819.2882.2882.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2882%22 430.888275146484 13.570854 2 1
73634 qExactive01819.1494.1494.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1494%22 366.988494873047 6.5305397 0 23
73635 qExactive01819.1494.1494.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1494%22 366.988494873047 6.5305397 1 5
73821 qExactive01819.665.665.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D665%22 302.9560546875 3.1482577 0 17
73822 qExactive01819.665.665.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D665%22 302.9560546875 3.1482577 1 2
74059 qExactive01819.1594.1594.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1594%22 431.891204833984 6.9236261 0 956
74060 qExactive01819.1594.1594.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1594%22 431.891204833984 6.9236261 1 6
74129 qExactive01819.1295.1295.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1295%22 432.874359130859 5.7476556 0 526
74157 qExactive01819.1852.1852.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1852%22 432.885345458984 8.1852834 0 688
74335 qExactive01819.1524.1524.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1524%22 444.949890136719 6.6466824 0 260
74336 qExactive01819.1524.1524.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1524%22 444.949890136719 6.6466824 1 36
74337 qExactive01819.1524.1524.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1524%22 444.949890136719 6.6466824 2 2
74338 qExactive01819.1195.1195.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1195%22 444.949890136719 5.3432741 0 243
74339 qExactive01819.1195.1195.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1195%22 444.949890136719 5.3432741 1 48
74340 qExactive01819.1195.1195.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1195%22 444.949890136719 5.3432741 2 7
74379 qExactive01819.1326.1326.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1326%22 353.901153564453 5.8688836 0 125
74380 qExactive01819.1326.1326.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1326%22 353.901153564453 5.8688836 1 17
74381 qExactive01819.1326.1326.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1326%22 353.901153564453 5.8688836 2 5
74465 qExactive01819.1653.1653.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1653%22 431.891265869141 7.1641501 0 972
74466 qExactive01819.1653.1653.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1653%22 431.891265869141 7.1641501 1 6
74548 qExactive01819.1293.1293.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1293%22 372.895599365234 5.7373919 0 515
74549 qExactive01819.1293.1293.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1293%22 372.895599365234 5.7373919 1 2
74571 qExactive01819.1592.1592.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1592%22 428.891540527344 6.9150936 0 789
74572 qExactive01819.1592.1592.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1592%22 428.891540527344 6.9150936 1 12
74573 qExactive01819.1127.1127.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1127%22 524.873291015625 5.0692507 0 26
74574 qExactive01819.1127.1127.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1127%22 524.873291015625 5.0692507 1 1
74699 qExactive01819.1426.1426.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1426%22 370.916564941406 6.2639967 0 182
74700 qExactive01819.1426.1426.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1426%22 370.916564941406 6.2639967 1 58
74701 qExactive01819.1426.1426.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1426%22 370.916564941406 6.2639967 2 7
74702 qExactive01819.1426.1426.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1426%22 370.916564941406 6.2639967 3 2
74891 qExactive01819.1094.1094.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1094%22 444.949859619141 4.9314369 0 243
74892 qExactive01819.1094.1094.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1094%22 444.949859619141 4.9314369 1 48
74893 qExactive01819.1094.1094.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1094%22 444.949859619141 4.9314369 2 7
75028 qExactive01819.586.586.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D586%22 372.895446777344 2.7838316 0 513
75029 qExactive01819.586.586.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D586%22 372.895446777344 2.7838316 1 2
75214 qExactive01819.545.545.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D545%22 444.949859619141 2.590774 0 229
75215 qExactive01819.545.545.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D545%22 444.949859619141 2.590774 1 58
75216 qExactive01819.545.545.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D545%22 444.949859619141 2.590774 2 11
75328 qExactive01819.1525.1525.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1525%22 462.836181640625 6.6505005 0 2
75619 qExactive01819.1161.1161.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1161%22 311.944763183594 5.2070501 0 252
75620 qExactive01819.1161.1161.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1161%22 311.944763183594 5.2070501 1 16
76495 qExactive01819.1063.1063.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1063%22 432.886077880859 4.8054389 0 683
76496 qExactive01819.11.11.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D11%22 442.970245361328 0.044809367 0 708
76497 qExactive01819.11.11.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D11%22 442.970245361328 0.044809367 1 91
76498 qExactive01819.11.11.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D11%22 442.970245361328 0.044809367 2 13
76499 qExactive01819.11.11.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D11%22 442.970245361328 0.044809367 3 1
76500 qExactive01819.3138.3138.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3138%22 428.891235351563 14.835188 0 777
76501 qExactive01819.3138.3138.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3138%22 428.891235351563 14.835188 1 11
76779 qExactive01819.817.817.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D817%22 434.882843017578 3.7949382 0 642
76859 qExactive01819.968.968.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D968%22 430.888092041016 4.4177769 0 926
76860 qExactive01819.968.968.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D968%22 430.888092041016 4.4177769 1 11
77046 qExactive01819.948.948.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D948%22 311.944763183594 4.3369441 0 251
77047 qExactive01819.948.948.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D948%22 311.944763183594 4.3369441 1 17
77074 qExactive01819.2057.2057.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2057%22 434.882171630859 9.2302022 0 638
77075 qExactive01819.2057.2057.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2057%22 434.882171630859 9.2302022 1 3
77547 qExactive01819.785.785.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D785%22 366.988464355469 3.6591512 0 23
77548 qExactive01819.785.785.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D785%22 366.988464355469 3.6591512 1 5
77858 qExactive01819.1463.1463.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1463%22 368.968109130859 6.4089599 0 412
77859 qExactive01819.1463.1463.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1463%22 368.968109130859 6.4089599 1 5
77860 qExactive01819.1256.1256.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1256%22 366.988403320313 5.5875333 0 23
77861 qExactive01819.1256.1256.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1256%22 366.988403320313 5.5875333 1 5
78020 qExactive01819.828.828.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D828%22 428.891357421875 3.8397074 0 771
78021 qExactive01819.828.828.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D828%22 428.891357421875 3.8397074 1 11
78051 qExactive01819.713.713.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D713%22 444.825744628906 3.3543598 1 1
78052 qExactive01819.369.369.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D369%22 354.885498046875 1.775545 0 250
78053 qExactive01819.369.369.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D369%22 354.885498046875 1.775545 1 4
78269 qExactive01819.1356.1356.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1356%22 442.970092773438 5.9875756 0 730
78270 qExactive01819.1356.1356.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1356%22 442.970092773438 5.9875756 1 72
78271 qExactive01819.1356.1356.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1356%22 442.970092773438 5.9875756 2 5
78427 qExactive01819.1363.1363.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1363%22 354.885406494141 6.0141382 0 245
78428 qExactive01819.1363.1363.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1363%22 354.885406494141 6.0141382 1 1
78632 qExactive01819.833.833.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D833%22 444.949951171875 3.8568706 0 244
78633 qExactive01819.833.833.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D833%22 444.949951171875 3.8568706 1 50
78634 qExactive01819.833.833.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D833%22 444.949951171875 3.8568706 2 7
78749 qExactive01819.813.813.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D813%22 444.825897216797 3.7759441 1 1
78750 qExactive01819.1429.1429.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1429%22 371.911651611328 6.2746999 0 236
78751 qExactive01819.1429.1429.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1429%22 371.911651611328 6.2746999 1 34
78752 qExactive01819.1429.1429.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1429%22 371.911651611328 6.2746999 2 6
78753 qExactive01819.1429.1429.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1429%22 371.911651611328 6.2746999 3 2
78901 qExactive01819.1658.1658.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1658%22 684.202697753906 7.1855589 0 1
78954 qExactive01819.990.990.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D990%22 371.91162109375 4.5070444 0 235
78955 qExactive01819.990.990.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D990%22 371.91162109375 4.5070444 1 32
78956 qExactive01819.990.990.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D990%22 371.91162109375 4.5070444 2 4
78980 qExactive01819.749.749.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D749%22 434.870544433594 3.5044764 0 335
79020 qExactive01819.358.358.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D358%22 372.895385742188 1.7300904 0 505
79021 qExactive01819.358.358.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D358%22 372.895385742188 1.7300904 1 10
79128 qExactive01819.1719.1719.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1719%22 430.887664794922 7.4469921 0 939
79129 qExactive01819.1719.1719.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1719%22 430.887664794922 7.4469921 1 14
79130 qExactive01819.1719.1719.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1719%22 430.887664794922 7.4469921 2 1
79214 qExactive01819.769.769.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D769%22 347.965972900391 3.5932566 0 100
79215 qExactive01819.769.769.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D769%22 347.965972900391 3.5932566 1 30
79216 qExactive01819.769.769.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D769%22 347.965972900391 3.5932566 2 3
79427 qExactive01819.1497.1497.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1497%22 508.873901367188 6.5443633 0 41
79477 qExactive01819.1656.1656.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1656%22 311.94482421875 7.1761658 0 269
79478 qExactive01819.1656.1656.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1656%22 311.94482421875 7.1761658 1 2
79630 qExactive01819.902.902.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D902%22 434.870635986328 4.1497614 0 347
79631 qExactive01819.1487.1487.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1487%22 313.940643310547 6.5016418 0 292
79632 qExactive01819.1487.1487.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1487%22 313.940643310547 6.5016418 1 14
79653 qExactive01819.240.240.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D240%22 425.943328857422 1.1659801 0 261
79654 qExactive01819.240.240.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D240%22 425.943328857422 1.1659801 1 17
79655 qExactive01819.240.240.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D240%22 425.943328857422 1.1659801 2 1
79656 qExactive01819.269.269.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D269%22 372.895416259766 1.3102703 0 491
79657 qExactive01819.269.269.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D269%22 372.895416259766 1.3102703 1 24
79785 qExactive01819.1597.1597.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1597%22 370.916809082031 6.9333107 0 181
79786 qExactive01819.1597.1597.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1597%22 370.916809082031 6.9333107 1 55
79787 qExactive01819.1597.1597.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1597%22 370.916809082031 6.9333107 2 5
79788 qExactive01819.1597.1597.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1597%22 370.916809082031 6.9333107 3 2
79802 qExactive01819.260.260.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D260%22 407.932678222656 1.2749004 0 210
79803 qExactive01819.260.260.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D260%22 407.932678222656 1.2749004 1 18
79804 qExactive01819.260.260.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D260%22 407.932678222656 1.2749004 2 2
79874 qExactive01819.437.437.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D437%22 434.882537841797 2.1006913 0 653
79895 qExactive01819.1561.1561.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1561%22 430.8876953125 6.7930597 0 943
79896 qExactive01819.1561.1561.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1561%22 430.8876953125 6.7930597 1 11
79897 qExactive01819.876.876.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D876%22 651.145202636719 4.0416554 0 20
79898 qExactive01819.876.876.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D876%22 651.145202636719 4.0416554 1 3
80210 qExactive01819.1258.1258.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1258%22 358.888732910156 5.596895 0 293
80211 qExactive01819.1258.1258.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1258%22 358.888732910156 5.596895 1 16
80212 qExactive01819.1258.1258.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1258%22 358.888732910156 5.596895 2 1
80242 qExactive01819.806.806.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D806%22 533.191101074219 3.7479546 0 4
80323 qExactive01819.1585.1585.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1585%22 374.892395019531 6.8871854 0 303
